0	14
0	58
0	96
0	124
0	142
0	149
0	185
0	216
0	264
0	265
0	335
0	346
0	370
1	27
1	47
1	112
1	152
1	225
1	243
1	312
1	328
1	353
1	364
1	396
1	397
1	406
2	67
2	96
2	130
2	200
2	231
2	331
2	397
2	438
3	64
3	72
3	87
3	120
3	145
3	159
3	271
3	283
3	366
3	387
4	11
4	87
4	206
4	298
4	300
4	302
4	377
5	36
5	112
5	115
5	181
5	249
5	255
5	402
5	410
5	425
5	470
6	92
6	145
6	172
6	175
6	199
6	245
6	264
6	328
6	384
6	412
6	439
6	456
7	60
7	63
7	91
7	136
7	142
7	150
7	152
7	170
7	202
7	231
7	238
7	266
7	268
7	367
7	370
7	412
7	432
8	1
8	7
8	250
8	251
8	453
8	454
8	462
8	465
8	482
9	14
9	30
9	35
9	62
9	85
9	106
9	128
9	349
9	387
9	425
9	477
10	9
10	61
10	68
10	75
10	104
10	105
10	139
10	260
11	62
11	126
11	156
11	214
11	227
11	244
11	283
11	414
12	65
12	119
12	137
12	169
12	310
12	379
12	396
12	498
13	6
13	184
13	348
13	361
13	457
14	1
14	12
14	36
14	52
14	175
14	207
14	242
14	289
14	407
14	437
14	444
15	91
15	182
15	186
15	206
15	232
15	295
15	413
15	421
15	446
15	452
15	469
16	3
16	188
16	239
16	366
16	476
16	497
17	34
17	285
17	292
17	295
17	312
17	330
17	427
17	464
17	487
18	8
18	19
18	56
18	89
18	101
18	127
18	387
18	465
18	486
19	27
19	40
19	93
19	104
19	182
19	200
19	265
19	357
20	58
20	113
20	159
20	323
20	335
20	417
20	441
20	452
21	140
21	147
21	192
21	216
21	283
21	287
21	309
21	332
21	367
21	371
21	398
22	11
22	18
22	122
22	133
22	176
22	270
22	359
22	380
22	384
22	402
23	43
23	56
23	126
23	130
23	234
23	258
23	322
23	396
23	421
23	452
23	497
24	89
24	99
24	101
24	125
24	174
24	299
24	320
24	326
24	414
24	434
25	16
25	104
25	270
26	76
26	101
26	110
26	121
26	138
26	142
26	145
26	258
26	269
26	363
26	388
26	442
27	97
27	129
27	171
27	175
27	196
27	213
27	226
27	283
27	297
27	303
27	310
27	353
27	361
27	397
27	423
28	31
28	48
28	99
28	138
28	161
28	212
28	213
28	243
28	416
29	13
29	51
29	75
29	85
29	138
29	150
29	155
29	283
29	322
29	325
29	389
30	48
30	69
30	160
30	180
30	385
31	11
31	18
31	68
31	71
31	110
31	239
31	249
31	250
31	309
31	334
31	398
32	28
32	31
32	90
32	121
32	153
32	158
32	193
32	250
32	318
32	382
32	439
32	476
33	209
33	223
33	326
33	403
33	433
33	437
33	438
33	461
34	82
34	90
34	112
34	129
34	150
34	249
34	302
34	304
34	312
34	391
34	408
34	440
