0	1
0	51
0	69
0	93
0	97
0	98
1	5
1	19
1	24
1	35
1	44
1	71
1	76
1	92
1	97
2	31
2	43
2	60
2	62
2	69
2	70
2	76
3	84
3	88
4	29
4	40
4	92
5	35
5	57
6	2
6	12
6	35
6	54
6	78
7	34
7	54
7	96
8	1
8	51
8	55
8	91
8	98
9	0
9	35
9	91
10	1
10	2
10	27
10	39
10	49
10	81
10	89
11	32
11	62
11	68
11	75
11	90
11	93
12	5
12	22
13	16
13	29
13	93
14	20
14	33
14	34
14	43
14	46
14	89
14	94
14	96
15	0
15	8
15	40
15	55
15	59
15	68
15	75
16	4
16	9
16	21
16	30
16	31
16	42
17	12
17	56
17	90
18	7
18	13
18	47
18	67
18	74
19	8
19	58
19	59
19	95
19	98
20	6
20	7
20	18
20	62
21	4
21	45
22	0
22	50
22	67
22	73
23	4
23	17
23	67
23	93
23	96
24	26
24	31
24	56
24	63
24	66
24	97
25	15
25	39
25	50
26	3
26	4
26	27
26	35
26	45
26	68
27	0
27	43
27	52
28	8
28	10
28	15
28	42
28	62
28	74
28	79
28	80
29	24
29	46
29	47
29	49
29	53
29	70
29	71
30	12
30	23
30	24
30	56
30	65
31	3
31	47
31	78
31	94
31	96
32	36
32	37
32	56
32	62
32	80
32	98
33	16
33	27
33	31
33	51
33	92
34	0
34	11
34	25
34	47
34	50
34	69
34	89
34	92
35	12
35	40
35	68
35	71
36	9
36	45
36	55
36	74
36	79
37	6
37	10
37	16
37	40
37	48
37	52
37	75
37	90
38	9
38	20
38	70
38	74
39	7
39	13
39	21
39	27
39	55
39	71
40	8
40	22
40	50
40	57
41	51
41	80
41	97
42	1
42	14
42	59
42	94
43	1
43	3
43	46
43	51
43	61
43	74
44	64
44	66
44	91
45	0
45	4
45	8
45	57
45	90
46	32
46	61
46	76
46	80
46	81
47	4
47	7
47	17
47	50
47	71
47	75
47	76
47	79
48	16
48	25
48	26
48	38
48	74
48	83
48	95
49	0
49	14
49	34
49	63
49	64
49	85
49	86
50	10
50	79
50	86
50	88
50	94
51	4
51	11
51	23
51	50
52	19
52	21
52	77
52	79
52	85
52	88
53	3
53	22
53	36
53	73
53	84
54	94
54	95
55	73
55	85
56	28
56	39
56	44
57	30
57	60
57	63
57	74
57	79
58	3
58	46
58	49
58	97
58	99
59	16
59	44
59	50
59	95
59	97
60	6
60	34
60	93
61	45
61	47
61	48
61	63
61	81
61	82
61	92
62	14
62	19
62	26
62	65
62	66
62	85
62	89
62	98
63	24
63	43
63	66
63	77
64	3
64	44
64	70
64	93
65	61
66	0
66	24
66	26
66	42
66	46
66	70
66	73
67	61
67	91
68	16
68	34
68	36
68	41
68	53
68	57
68	84
69	7
69	33
69	60
70	12
70	20
70	78
71	20
71	22
71	24
71	36
71	75
71	83
71	95
72	61
72	80
72	85
72	91
72	92
73	15
73	25
73	26
73	33
73	91
74	51
75	46
75	50
75	57
75	59
75	62
75	91
76	17
76	18
76	28
76	51
76	68
76	84
76	91
77	11
77	13
77	29
77	42
77	55
77	59
78	13
78	36
78	52
78	56
78	72
79	17
79	39
79	49
79	82
80	2
80	12
80	20
80	24
80	59
80	89
81	4
81	27
81	36
81	44
81	46
81	97
82	18
83	14
83	29
83	40
83	42
83	67
83	74
83	86
83	91
84	16
84	86
84	94
84	99
85	1
85	5
85	58
85	98
86	16
86	59
87	24
87	46
87	54
87	78
87	79
87	94
87	97
88	35
88	40
88	82
88	92
89	15
89	18
89	69
89	71
89	77
90	8
90	19
90	26
90	33
90	63
91	4
91	13
91	14
91	15
91	26
91	34
91	52
91	70
92	3
92	50
92	91
92	94
93	59
93	87
94	19
94	21
94	31
94	43
94	49
94	54
94	62
94	68
94	90
95	9
95	60
95	68
95	70
96	52
96	68
96	71
96	77
97	82
98	24
98	25
98	37
98	57
98	85
99	6
99	30
99	42
99	44
99	46
99	75
99	82
